Order ID,Order Date,Region,Category,Product Name,Quantity,Unit Price,Sales,Cost,Profit,Customer Segment
ORD-102809,2023-07-17,West,Furniture,Bookshelf,6,487.13,2922.78,2335.33,587.45,Home Office
ORD-102810,2023-02-23,West,Furniture,Office Chair,6,172.2,1033.2,849.38,183.82,Home Office
ORD-102811,2024-01-22,West,Technology,Monitor,9,128.67,1158.03,754.47,403.56,Home Office
ORD-102812,2023-12-29,West,Furniture,Office Chair,9,399.01,3591.09,3220.5,370.59,Corporate
ORD-102813,2023-02-09,North,Furniture,Desk,5,67.79,338.95,269.97,68.98,Consumer
ORD-102814,2023-02-28,West,Office Supplies,Pen Set,9,175.69,1581.21,999.89,581.32,Home Office
ORD-102815,2023-01-30,East,Office Supplies,Paper Ream,9,435.0,3915.0,2623.37,1291.63,Consumer
ORD-102816,2024-11-16,East,Technology,Mouse,9,287.89,2591.01,1990.79,600.22,Corporate
ORD-102817,2022-08-10,East,Office Supplies,Notebook,5,397.4,1987.0,1271.81,715.19,Home Office
ORD-102818,2025-06-03,West,Furniture,Bookshelf,4,311.71,1246.84,1006.56,240.28,Consumer
ORD-102819,2024-07-15,West,Office Supplies,Pen Set,3,27.74,83.22,63.69,19.53,Corporate
ORD-102820,2022-09-06,West,Technology,Mouse,5,20.88,104.4,72.15,32.25,Consumer
ORD-102821,2024-01-20,West,Furniture,Filing Cabinet,8,392.82,3142.56,2230.51,912.05,Consumer
ORD-102822,2022-08-05,North,Office Supplies,Pen Set,3,339.38,1018.14,670.98,347.16,Home Office
ORD-102823,2024-02-21,South,Technology,Mouse,8,356.21,2849.68,2136.87,712.81,Consumer
ORD-102824,2025-04-21,North,Furniture,Office Chair,2,198.63,397.26,286.3,110.96,Home Office
ORD-102825,2025-04-23,North,Technology,Keyboard,5,245.24,1226.2,916.49,309.71,Corporate
ORD-102826,2023-10-21,East,Office Supplies,Stapler,1,245.66,245.66,175.13,70.53,Consumer
ORD-102827,2024-05-06,South,Office Supplies,Notebook,7,19.56,136.92,115.25,21.67,Corporate
ORD-102828,2022-09-15,North,Technology,Monitor,3,493.48,1480.44,1163.34,317.1,Consumer
ORD-102829,2025-02-08,South,Furniture,Desk,2,107.46,214.92,144.45,70.47,Corporate
ORD-102830,2022-06-24,East,Furniture,Office Chair,7,322.67,2258.69,1550.47,708.22,Corporate
ORD-102831,2024-07-18,East,Furniture,Office Chair,8,107.04,856.32,548.25,308.07,Consumer
ORD-102832,2022-01-18,North,Office Supplies,Stapler,8,56.44,451.52,271.83,179.69,Corporate
ORD-102833,2022-07-22,West,Furniture,Filing Cabinet,9,10.89,98.01,65.39,32.62,Home Office
ORD-102834,2024-05-21,East,Furniture,Bookshelf,8,495.58,3964.64,3001.48,963.16,Corporate
ORD-102835,2022-03-07,South,Technology,Laptop,1,468.7,468.7,354.36,114.34,Consumer
ORD-102836,2023-07-01,South,Office Supplies,Notebook,6,203.55,1221.3,855.52,365.78,Consumer
ORD-102837,2024-11-05,South,Office Supplies,Pen Set,1,181.86,181.86,150.46,31.4,Home Office
ORD-102838,2022-02-18,East,Technology,Monitor,8,287.84,2302.72,1853.87,448.85,Consumer
ORD-102839,2024-06-15,South,Technology,Mouse,3,466.14,1398.42,885.59,512.83,Consumer
ORD-102840,2024-02-02,South,Office Supplies,Stapler,5,387.81,1939.05,1416.61,522.44,Consumer
ORD-102841,2023-11-22,West,Technology,Keyboard,1,38.68,38.68,26.75,11.93,Corporate
ORD-102842,2023-03-28,East,Office Supplies,Notebook,4,490.68,1962.72,1723.2,239.52,Home Office
ORD-102843,2022-04-06,West,Office Supplies,Paper Ream,1,189.83,189.83,119.94,69.89,Corporate
ORD-102844,2023-09-21,East,Technology,Laptop,3,163.55,490.65,337.83,152.82,Home Office
ORD-102845,2024-01-02,West,Office Supplies,Stapler,6,89.93,539.58,364.09,175.49,Home Office
ORD-102846,2024-04-12,North,Office Supplies,Notebook,1,92.45,92.45,71.6,20.85,Consumer
ORD-102847,2024-11-25,North,Technology,Monitor,6,217.46,1304.76,784.62,520.14,Corporate
ORD-102848,2022-12-21,West,Technology,Mouse,8,231.42,1851.36,1553.45,297.91,Consumer
ORD-102849,2022-01-23,West,Technology,Keyboard,5,354.34,1771.7,1484.35,287.35,Home Office
ORD-102850,2023-02-11,East,Furniture,Desk,4,34.08,136.32,82.01,54.31,Home Office
ORD-102851,2023-11-16,East,Office Supplies,Paper Ream,2,341.9,683.8,415.29,268.51,Home Office
ORD-102852,2024-10-04,South,Office Supplies,Pen Set,6,345.32,2071.92,1466.87,605.05,Corporate
ORD-102853,2025-05-12,North,Office Supplies,Stapler,5,299.53,1497.65,1308.89,188.76,Consumer
ORD-102854,2023-11-27,West,Office Supplies,Pen Set,4,397.52,1590.08,1337.1,252.98,Consumer
ORD-102855,2023-03-28,West,Furniture,Bookshelf,2,110.08,220.16,148.42,71.74,Consumer
ORD-102856,2022-07-02,South,Furniture,Desk,8,98.52,788.16,503.64,284.52,Home Office
ORD-102857,2024-02-04,North,Office Supplies,Stapler,8,398.83,3190.64,1996.32,1194.32,Corporate
ORD-102858,2022-11-01,South,Furniture,Desk,3,16.84,50.52,40.27,10.25,Home Office
ORD-102859,2024-10-15,West,Technology,Keyboard,4,245.26,981.04,828.68,152.36,Consumer
ORD-102860,2023-12-31,South,Technology,Mouse,4,177.81,711.24,449.78,261.46,Home Office
ORD-102861,2022-07-22,South,Technology,Monitor,7,75.54,528.78,457.77,71.01,Consumer
ORD-102862,2023-01-01,South,Technology,Laptop,4,373.68,1494.72,1125.41,369.31,Corporate
ORD-102863,2023-09-17,South,Office Supplies,Pen Set,1,205.06,205.06,124.66,80.4,Corporate
ORD-102864,2024-08-13,East,Technology,Keyboard,8,488.25,3906.0,3367.23,538.77,Home Office
ORD-102865,2023-05-08,West,Technology,Keyboard,7,407.08,2849.56,2390.94,458.62,Home Office
ORD-102866,2023-12-21,East,Office Supplies,Stapler,5,485.03,2425.15,1959.43,465.72,Home Office
ORD-102867,2023-02-28,South,Office Supplies,Pen Set,8,102.79,822.32,683.67,138.65,Consumer
ORD-102868,2024-07-18,South,Office Supplies,Pen Set,3,478.51,1435.53,1162.04,273.49,Home Office
ORD-102869,2024-09-09,West,Office Supplies,Notebook,2,415.98,831.96,695.92,136.04,Consumer
ORD-102870,2024-09-14,South,Furniture,Bookshelf,9,261.71,2355.39,1583.01,772.38,Consumer
ORD-102871,2025-05-04,West,Furniture,Bookshelf,5,29.76,148.8,98.26,50.54,Corporate
ORD-102872,2025-06-28,East,Technology,Keyboard,6,496.65,2979.9,2465.84,514.06,Home Office
ORD-102873,2022-05-25,South,Furniture,Desk,3,259.18,777.54,577.73,199.81,Corporate
ORD-102874,2025-02-27,West,Furniture,Filing Cabinet,2,323.58,647.16,555.31,91.85,Home Office
ORD-102875,2023-08-04,West,Technology,Keyboard,3,203.91,611.73,421.85,189.88,Home Office
ORD-102876,2023-05-27,East,Office Supplies,Pen Set,7,48.54,339.78,221.39,118.39,Corporate
ORD-102877,2022-12-01,East,Technology,Keyboard,4,74.16,296.64,239.94,56.7,Corporate
ORD-102878,2025-04-24,East,Technology,Laptop,8,276.33,2210.64,1798.37,412.27,Consumer
ORD-102879,2024-04-12,East,Technology,Keyboard,5,414.4,2072.0,1321.48,750.52,Corporate
ORD-102880,2024-01-09,North,Furniture,Filing Cabinet,5,433.47,2167.35,1602.48,564.87,Home Office
ORD-102881,2024-08-25,East,Technology,Monitor,6,220.05,1320.3,842.37,477.93,Consumer
ORD-102882,2022-01-07,West,Furniture,Desk,2,205.22,410.44,281.31,129.13,Corporate
ORD-102883,2022-07-15,North,Furniture,Office Chair,8,248.32,1986.56,1467.64,518.92,Consumer
ORD-102884,2025-02-21,North,Office Supplies,Paper Ream,9,292.13,2629.17,1706.56,922.61,Consumer
ORD-102885,2024-09-17,South,Office Supplies,Stapler,7,16.09,112.63,97.31,15.32,Consumer
ORD-102886,2022-03-10,West,Furniture,Bookshelf,6,26.08,156.48,115.85,40.63,Home Office
ORD-102887,2023-03-26,North,Furniture,Filing Cabinet,5,416.72,2083.6,1280.96,802.64,Corporate
ORD-102888,2024-08-21,North,Technology,Laptop,9,249.95,2249.55,1864.36,385.19,Home Office
ORD-102889,2023-09-27,North,Technology,Mouse,6,180.53,1083.18,939.82,143.36,Corporate
ORD-102890,2025-03-03,East,Office Supplies,Stapler,6,268.63,1611.78,1450.46,161.32,Corporate
ORD-102891,2023-05-27,South,Furniture,Bookshelf,8,74.98,599.84,401.9,197.94,Corporate
ORD-102892,2022-04-05,South,Technology,Laptop,6,316.83,1900.98,1542.03,358.95,Home Office
ORD-102893,2023-12-28,East,Office Supplies,Notebook,6,484.25,2905.5,2495.51,409.99,Corporate
ORD-102894,2022-04-29,East,Office Supplies,Pen Set,7,65.42,457.94,296.24,161.7,Home Office
ORD-102895,2024-08-29,West,Furniture,Desk,4,347.73,1390.92,1088.13,302.79,Corporate
ORD-102896,2024-12-07,West,Technology,Laptop,2,294.56,589.12,422.07,167.05,Corporate
ORD-102897,2024-12-14,West,Office Supplies,Stapler,8,292.0,2336.0,1698.35,637.65,Corporate
ORD-102898,2022-04-29,North,Technology,Mouse,2,168.75,337.5,261.95,75.55,Corporate
ORD-102899,2023-06-29,East,Office Supplies,Pen Set,7,427.74,2994.18,2028.2,965.98,Consumer
ORD-102900,2023-04-03,South,Furniture,Filing Cabinet,6,488.01,2928.06,2049.56,878.5,Home Office
ORD-102901,2025-03-27,West,Furniture,Office Chair,9,240.48,2164.32,1919.48,244.84,Consumer
ORD-102902,2023-07-18,South,Office Supplies,Stapler,6,485.08,2910.48,2397.88,512.6,Home Office
ORD-102903,2023-04-19,West,Furniture,Filing Cabinet,3,396.2,1188.6,964.23,224.37,Consumer
ORD-102904,2022-12-22,South,Technology,Laptop,6,185.33,1111.98,759.08,352.9,Corporate
ORD-102905,2023-02-19,East,Office Supplies,Paper Ream,5,254.53,1272.65,1119.25,153.4,Corporate
ORD-102906,2025-01-03,South,Furniture,Office Chair,7,417.92,2925.44,2501.93,423.51,Consumer
ORD-102907,2024-02-15,North,Office Supplies,Notebook,5,128.34,641.7,483.15,158.55,Consumer
ORD-102908,2024-05-20,East,Office Supplies,Notebook,6,266.41,1598.46,1124.07,474.39,Consumer
ORD-102909,2024-06-09,South,Technology,Monitor,3,231.57,694.71,444.65,250.06,Consumer
ORD-102910,2022-05-07,North,Office Supplies,Paper Ream,4,444.98,1779.92,1237.86,542.06,Consumer
ORD-102911,2022-02-10,East,Technology,Laptop,9,83.43,750.87,579.33,171.54,Home Office
ORD-102912,2022-09-06,East,Office Supplies,Paper Ream,6,73.87,443.22,307.05,136.17,Home Office
ORD-102913,2022-01-09,North,Technology,Keyboard,3,352.01,1056.03,634.12,421.91,Consumer
ORD-102914,2023-08-05,West,Technology,Keyboard,1,24.89,24.89,20.26,4.63,Home Office
ORD-102915,2023-05-16,West,Office Supplies,Stapler,5,41.38,206.9,177.67,29.23,Home Office
ORD-102916,2025-06-09,North,Furniture,Bookshelf,8,215.77,1726.16,1135.04,591.12,Home Office
ORD-102917,2025-06-12,East,Technology,Monitor,4,20.85,83.4,66.07,17.33,Corporate
ORD-102918,2022-05-01,East,Technology,Laptop,5,35.99,179.95,137.28,42.67,Home Office
ORD-102919,2024-04-28,West,Technology,Laptop,1,286.89,286.89,246.04,40.85,Home Office
ORD-102920,2023-07-28,West,Technology,Mouse,1,394.98,394.98,316.8,78.18,Home Office
ORD-102921,2025-05-28,South,Office Supplies,Paper Ream,8,321.75,2574.0,2108.63,465.37,Home Office
ORD-102922,2023-01-08,East,Technology,Keyboard,9,456.82,4111.38,3378.25,733.13,Corporate
ORD-102923,2023-05-16,West,Furniture,Filing Cabinet,3,423.25,1269.75,839.47,430.28,Home Office
ORD-102924,2024-12-19,East,Furniture,Filing Cabinet,7,345.95,2421.65,2004.32,417.33,Home Office
ORD-102925,2024-05-04,North,Technology,Keyboard,6,403.74,2422.44,2177.0,245.44,Consumer
ORD-102926,2022-04-05,South,Technology,Mouse,5,224.02,1120.1,846.86,273.24,Corporate
ORD-102927,2024-10-28,North,Furniture,Bookshelf,3,17.48,52.44,34.93,17.51,Home Office
ORD-102928,2024-02-25,North,Office Supplies,Paper Ream,2,37.32,74.64,45.96,28.68,Consumer
ORD-102929,2022-02-18,South,Office Supplies,Notebook,8,363.42,2907.36,2334.99,572.37,Corporate
ORD-102930,2022-02-22,East,Office Supplies,Notebook,6,328.55,1971.3,1569.35,401.95,Home Office
ORD-102931,2024-06-03,South,Office Supplies,Pen Set,6,250.1,1500.6,950.06,550.54,Home Office
ORD-102932,2023-05-02,East,Office Supplies,Paper Ream,8,466.75,3734.0,3047.6,686.4,Home Office
ORD-102933,2022-12-27,West,Furniture,Desk,5,54.83,274.15,206.75,67.4,Consumer
ORD-102934,2022-12-15,East,Technology,Monitor,4,407.05,1628.2,1042.88,585.32,Home Office
ORD-102935,2024-05-12,West,Office Supplies,Notebook,8,471.16,3769.28,3242.5,526.78,Home Office
ORD-102936,2025-02-01,West,Technology,Monitor,1,489.22,489.22,439.46,49.76,Home Office
ORD-102937,2024-11-17,North,Furniture,Office Chair,5,78.26,391.3,237.39,153.91,Consumer
ORD-102938,2024-06-27,North,Furniture,Filing Cabinet,3,218.0,654.0,453.09,200.91,Corporate
ORD-102939,2023-03-08,East,Technology,Laptop,6,464.22,2785.32,2226.96,558.36,Home Office
ORD-102940,2022-02-04,West,Furniture,Office Chair,6,10.2,61.2,47.67,13.53,Home Office
ORD-102941,2023-08-31,North,Office Supplies,Stapler,6,484.42,2906.52,2548.67,357.85,Home Office
ORD-102942,2023-09-09,West,Furniture,Office Chair,3,329.32,987.96,803.98,183.98,Corporate
ORD-102943,2023-10-26,East,Technology,Keyboard,7,166.47,1165.29,787.34,377.95,Corporate
ORD-102944,2022-05-02,North,Technology,Monitor,9,246.86,2221.74,1508.68,713.06,Corporate
ORD-102945,2024-10-17,South,Technology,Mouse,5,89.76,448.8,335.14,113.66,Home Office
ORD-102946,2024-11-09,West,Office Supplies,Stapler,7,86.81,607.67,442.34,165.33,Home Office
ORD-102947,2024-10-19,North,Technology,Monitor,8,227.62,1820.96,1519.42,301.54,Consumer
ORD-102948,2023-09-12,North,Furniture,Office Chair,5,321.23,1606.15,1401.95,204.2,Corporate
ORD-102949,2022-01-18,North,Technology,Laptop,5,201.11,1005.55,725.99,279.56,Corporate
ORD-102950,2025-02-19,East,Technology,Mouse,5,275.25,1376.25,959.48,416.77,Home Office
ORD-102951,2025-06-04,West,Technology,Laptop,4,478.38,1913.52,1569.53,343.99,Home Office
ORD-102952,2024-02-07,East,Furniture,Bookshelf,1,297.07,297.07,238.33,58.74,Home Office
ORD-102953,2024-12-09,North,Technology,Monitor,8,332.99,2663.92,1916.47,747.45,Home Office
ORD-102954,2022-03-16,West,Office Supplies,Pen Set,6,409.77,2458.62,2067.13,391.49,Home Office
ORD-102955,2022-06-08,West,Technology,Keyboard,7,200.18,1401.26,880.98,520.28,Corporate
ORD-102956,2024-11-10,West,Furniture,Office Chair,1,212.47,212.47,153.34,59.13,Corporate
ORD-102957,2022-03-11,East,Office Supplies,Pen Set,4,388.3,1553.2,1317.83,235.37,Consumer
ORD-102958,2023-01-07,South,Office Supplies,Paper Ream,5,215.5,1077.5,958.57,118.93,Consumer
ORD-102959,2023-02-03,North,Furniture,Desk,9,442.11,3978.99,2966.67,1012.32,Home Office
ORD-102960,2023-12-17,East,Furniture,Filing Cabinet,7,48.8,341.6,254.95,86.65,Home Office
ORD-102961,2024-07-07,West,Furniture,Bookshelf,5,229.6,1148.0,783.31,364.69,Home Office
ORD-102962,2025-04-11,South,Technology,Laptop,9,200.0,1800.0,1234.91,565.09,Corporate
ORD-102963,2022-06-16,East,Furniture,Bookshelf,2,147.55,295.1,265.53,29.57,Home Office
ORD-102964,2022-11-15,West,Technology,Mouse,6,342.03,2052.18,1337.71,714.47,Consumer
ORD-102965,2022-10-07,North,Technology,Mouse,5,154.04,770.2,511.98,258.22,Home Office
ORD-102966,2022-06-01,North,Furniture,Office Chair,2,386.53,773.06,669.09,103.97,Consumer
ORD-102967,2024-02-08,North,Furniture,Desk,1,404.27,404.27,259.29,144.98,Consumer
ORD-102968,2022-02-08,South,Office Supplies,Notebook,2,383.77,767.54,578.67,188.87,Corporate
ORD-102969,2022-11-04,North,Technology,Mouse,3,425.2,1275.6,769.01,506.59,Consumer
ORD-102970,2024-11-25,South,Office Supplies,Paper Ream,4,304.68,1218.72,970.88,247.84,Consumer
ORD-102971,2023-03-20,North,Office Supplies,Pen Set,5,42.48,212.4,150.81,61.59,Corporate
ORD-102972,2023-08-21,North,Technology,Mouse,1,331.14,331.14,240.25,90.89,Home Office
ORD-102973,2024-05-24,North,Furniture,Filing Cabinet,7,413.4,2893.8,2499.72,394.08,Consumer
ORD-102974,2023-02-20,East,Furniture,Office Chair,9,209.93,1889.37,1523.28,366.09,Corporate
ORD-102975,2023-04-03,West,Furniture,Filing Cabinet,9,249.14,2242.26,1449.5,792.76,Home Office
ORD-102976,2023-03-03,West,Furniture,Office Chair,9,214.88,1933.92,1688.9,245.02,Home Office
ORD-102977,2024-11-19,East,Furniture,Office Chair,1,290.1,290.1,252.64,37.46,Corporate
ORD-102978,2025-05-07,West,Technology,Laptop,8,490.75,3926.0,3249.58,676.42,Home Office
ORD-102979,2023-03-21,North,Office Supplies,Pen Set,5,60.09,300.45,256.39,44.06,Consumer
ORD-102980,2022-09-07,South,Technology,Keyboard,9,493.17,4438.53,3510.56,927.97,Home Office
ORD-102981,2023-03-24,North,Office Supplies,Pen Set,2,401.88,803.76,565.56,238.2,Home Office
ORD-102982,2024-02-28,North,Technology,Mouse,7,220.94,1546.58,1144.74,401.84,Home Office
ORD-102983,2024-10-01,West,Furniture,Bookshelf,6,448.35,2690.1,2051.91,638.19,Corporate
ORD-102984,2023-02-26,North,Technology,Keyboard,3,406.4,1219.2,1024.26,194.94,Corporate
ORD-102985,2022-07-07,West,Office Supplies,Stapler,8,218.25,1746.0,1191.88,554.12,Corporate
ORD-102986,2024-06-23,South,Technology,Laptop,9,272.73,2454.57,1803.48,651.09,Corporate
ORD-102987,2025-03-26,East,Technology,Mouse,5,464.33,2321.65,1802.94,518.71,Home Office
ORD-102988,2023-11-05,North,Furniture,Desk,5,106.51,532.55,385.47,147.08,Home Office
ORD-102989,2024-02-09,West,Furniture,Desk,2,192.02,384.04,282.14,101.9,Home Office
ORD-102990,2025-05-10,West,Technology,Monitor,4,109.73,438.92,283.86,155.06,Consumer
ORD-102991,2022-04-30,South,Technology,Monitor,2,222.52,445.04,322.04,123.0,Home Office
ORD-102992,2023-09-13,West,Technology,Keyboard,5,254.01,1270.05,973.18,296.87,Corporate
ORD-102993,2022-08-26,North,Technology,Mouse,3,356.45,1069.35,698.55,370.8,Corporate
ORD-102994,2023-09-13,North,Technology,Mouse,7,22.48,157.36,97.42,59.94,Corporate
ORD-102995,2024-04-02,East,Furniture,Office Chair,4,277.49,1109.96,677.38,432.58,Home Office
ORD-102996,2022-06-12,West,Office Supplies,Pen Set,7,169.5,1186.5,763.05,423.45,Consumer
ORD-102997,2023-06-07,West,Office Supplies,Stapler,1,271.53,271.53,174.63,96.9,Home Office
ORD-102998,2022-10-02,South,Technology,Monitor,4,499.46,1997.84,1790.39,207.45,Home Office
ORD-102999,2024-05-25,East,Technology,Keyboard,1,175.09,175.09,135.81,39.28,Corporate
ORD-103000,2024-07-01,South,Furniture,Desk,4,327.78,1311.12,908.38,402.74,Consumer
ORD-103001,2024-01-27,North,Technology,Mouse,7,102.15,715.05,520.85,194.2,Home Office
ORD-103002,2022-04-28,West,Office Supplies,Paper Ream,8,397.44,3179.52,1919.06,1260.46,Home Office
ORD-103003,2022-10-14,West,Technology,Keyboard,6,306.82,1840.92,1636.32,204.6,Corporate
ORD-103004,2023-06-05,East,Furniture,Office Chair,8,240.87,1926.96,1487.65,439.31,Consumer
ORD-103005,2022-02-16,South,Technology,Keyboard,9,415.91,3743.19,2608.61,1134.58,Home Office
ORD-103006,2022-11-06,North,Office Supplies,Notebook,9,327.59,2948.31,2430.77,517.54,Home Office
ORD-103007,2024-12-31,South,Technology,Mouse,6,43.22,259.32,211.88,47.44,Consumer
ORD-103008,2023-11-21,East,Office Supplies,Paper Ream,2,257.98,515.96,420.59,95.37,Corporate
ORD-103009,2024-08-07,North,Office Supplies,Stapler,5,373.93,1869.65,1596.62,273.03,Corporate
ORD-103010,2022-03-20,East,Furniture,Office Chair,7,267.46,1872.22,1511.73,360.49,Corporate
ORD-103011,2022-07-14,North,Office Supplies,Pen Set,5,451.33,2256.65,1911.6,345.05,Home Office
ORD-103012,2022-04-05,West,Technology,Monitor,8,379.3,3034.4,2020.97,1013.43,Corporate
ORD-103013,2024-08-29,North,Furniture,Office Chair,1,471.88,471.88,400.94,70.94,Home Office
ORD-103014,2024-02-16,North,Furniture,Office Chair,3,207.87,623.61,414.34,209.27,Home Office
ORD-103015,2024-02-25,South,Furniture,Office Chair,8,332.09,2656.72,1932.51,724.21,Corporate
ORD-103016,2023-01-21,South,Office Supplies,Pen Set,8,405.14,3241.12,2440.8,800.32,Corporate
ORD-103017,2024-10-27,East,Technology,Keyboard,4,199.07,796.28,712.37,83.91,Home Office
ORD-103018,2022-04-18,South,Furniture,Office Chair,2,49.19,98.38,61.68,36.7,Home Office
ORD-103019,2022-06-08,North,Technology,Keyboard,5,150.9,754.5,488.99,265.51,Corporate
ORD-103020,2025-05-08,East,Furniture,Desk,2,369.7,739.4,450.47,288.93,Home Office
ORD-103021,2022-12-09,South,Furniture,Bookshelf,9,83.28,749.52,473.06,276.46,Home Office
ORD-103022,2023-05-25,South,Furniture,Desk,3,466.47,1399.41,1136.83,262.58,Consumer
ORD-103023,2022-04-14,East,Technology,Keyboard,5,106.5,532.5,443.67,88.83,Corporate
ORD-103024,2023-03-21,East,Office Supplies,Paper Ream,6,428.76,2572.56,1721.42,851.14,Corporate
ORD-103025,2025-03-09,West,Furniture,Office Chair,8,372.41,2979.28,2160.85,818.43,Home Office
ORD-103026,2024-05-19,West,Technology,Mouse,7,19.61,137.27,110.01,27.26,Home Office
ORD-103027,2025-06-10,East,Office Supplies,Stapler,9,131.98,1187.82,923.07,264.75,Home Office
ORD-103028,2024-01-12,North,Office Supplies,Stapler,5,398.06,1990.3,1270.12,720.18,Home Office
ORD-103029,2022-11-26,West,Technology,Monitor,9,93.37,840.33,568.41,271.92,Corporate
ORD-103030,2023-11-27,East,Furniture,Desk,7,250.32,1752.24,1070.82,681.42,Corporate
ORD-103031,2023-08-27,West,Technology,Keyboard,7,355.35,2487.45,1745.57,741.88,Consumer
ORD-103032,2025-04-29,South,Office Supplies,Stapler,5,123.01,615.05,511.64,103.41,Corporate
ORD-103033,2023-09-20,West,Furniture,Desk,4,166.57,666.28,432.46,233.82,Consumer
ORD-103034,2022-04-16,West,Furniture,Desk,3,231.61,694.83,420.26,274.57,Consumer
ORD-103035,2022-11-02,West,Furniture,Office Chair,3,100.61,301.83,191.38,110.45,Home Office
ORD-103036,2025-02-26,North,Technology,Keyboard,5,482.67,2413.35,1816.69,596.66,Consumer
ORD-103037,2024-12-18,North,Furniture,Desk,4,168.51,674.04,409.1,264.94,Consumer
ORD-103038,2025-05-29,North,Office Supplies,Paper Ream,4,258.32,1033.28,659.2,374.08,Corporate
ORD-103039,2023-04-15,South,Furniture,Office Chair,3,251.41,754.23,529.24,224.99,Home Office
ORD-103040,2023-04-17,North,Office Supplies,Notebook,7,496.09,3472.63,2798.92,673.71,Corporate
ORD-103041,2023-04-19,South,Office Supplies,Stapler,8,148.18,1185.44,789.07,396.37,Home Office
ORD-103042,2024-12-27,South,Office Supplies,Pen Set,9,29.85,268.65,171.1,97.55,Consumer
ORD-103043,2024-11-28,East,Furniture,Bookshelf,7,206.96,1448.72,1236.81,211.91,Corporate
ORD-103044,2023-04-10,South,Office Supplies,Notebook,1,154.2,154.2,96.52,57.68,Corporate
ORD-103045,2022-01-21,South,Office Supplies,Notebook,4,163.88,655.52,483.7,171.82,Home Office
ORD-103046,2024-11-21,East,Furniture,Bookshelf,7,51.1,357.7,321.16,36.54,Home Office
ORD-103047,2024-10-26,North,Furniture,Bookshelf,8,45.45,363.6,313.99,49.61,Corporate
ORD-103048,2022-05-03,South,Technology,Keyboard,6,422.55,2535.3,1964.92,570.38,Consumer
ORD-103049,2024-08-06,South,Office Supplies,Stapler,3,211.24,633.72,517.19,116.53,Corporate
ORD-103050,2023-03-06,West,Technology,Keyboard,2,472.35,944.7,578.69,366.01,Home Office
ORD-103051,2022-08-20,East,Technology,Monitor,7,153.3,1073.1,900.85,172.25,Corporate
ORD-103052,2022-03-23,North,Furniture,Filing Cabinet,5,34.09,170.45,131.6,38.85,Corporate
ORD-103053,2023-08-27,South,Office Supplies,Stapler,2,284.31,568.62,342.6,226.02,Consumer
ORD-103054,2022-12-26,West,Technology,Monitor,2,19.33,38.66,31.69,6.97,Corporate
ORD-103055,2022-12-16,West,Office Supplies,Notebook,3,260.89,782.67,702.58,80.09,Consumer
ORD-103056,2022-10-23,North,Furniture,Filing Cabinet,5,40.04,200.2,151.69,48.51,Corporate
ORD-103057,2024-11-11,East,Office Supplies,Stapler,7,80.64,564.48,494.53,69.95,Consumer
ORD-103058,2022-09-08,West,Office Supplies,Pen Set,8,114.99,919.92,569.75,350.17,Consumer
ORD-103059,2024-03-29,South,Technology,Monitor,9,232.57,2093.13,1405.81,687.32,Corporate
ORD-103060,2022-09-08,North,Office Supplies,Stapler,8,394.12,3152.96,2671.36,481.6,Consumer
ORD-103061,2023-11-21,West,Office Supplies,Paper Ream,5,214.82,1074.1,826.7,247.4,Corporate
ORD-103062,2022-12-28,East,Office Supplies,Notebook,7,322.32,2256.24,1838.62,417.62,Home Office
ORD-103063,2022-05-09,North,Office Supplies,Pen Set,2,12.14,24.28,21.3,2.98,Consumer
ORD-103064,2024-07-05,West,Furniture,Filing Cabinet,1,467.28,467.28,411.91,55.37,Home Office
ORD-103065,2024-05-03,East,Office Supplies,Notebook,1,166.63,166.63,140.49,26.14,Home Office
ORD-103066,2023-12-09,North,Furniture,Bookshelf,8,365.19,2921.52,2364.78,556.74,Consumer
ORD-103067,2024-08-09,North,Technology,Laptop,4,58.84,235.36,160.45,74.91,Consumer
ORD-103068,2023-11-06,West,Technology,Mouse,2,95.58,191.16,163.37,27.79,Corporate
ORD-103069,2022-09-03,North,Technology,Laptop,7,303.3,2123.1,1594.14,528.96,Corporate
ORD-103070,2023-09-17,East,Furniture,Office Chair,8,293.51,2348.08,1461.75,886.33,Corporate
ORD-103071,2024-12-28,South,Furniture,Bookshelf,7,169.28,1184.96,767.19,417.77,Consumer
ORD-103072,2022-03-09,East,Furniture,Desk,4,380.16,1520.64,1189.16,331.48,Home Office
ORD-103073,2024-07-27,South,Office Supplies,Stapler,8,64.68,517.44,333.4,184.04,Corporate
ORD-103074,2023-08-12,North,Technology,Monitor,2,368.82,737.64,614.52,123.12,Corporate
ORD-103075,2023-09-04,South,Office Supplies,Notebook,6,115.66,693.96,433.82,260.14,Consumer
ORD-103076,2024-05-13,North,Office Supplies,Notebook,1,261.9,261.9,222.29,39.61,Corporate
ORD-103077,2024-05-27,East,Office Supplies,Notebook,1,370.14,370.14,234.35,135.79,Corporate
ORD-103078,2022-10-07,East,Technology,Keyboard,9,28.72,258.48,202.79,55.69,Home Office
ORD-103079,2022-07-17,West,Furniture,Bookshelf,9,87.18,784.62,610.67,173.95,Corporate
ORD-103080,2022-07-22,North,Furniture,Filing Cabinet,7,300.3,2102.1,1795.66,306.44,Consumer
ORD-103081,2022-01-03,East,Furniture,Bookshelf,4,366.28,1465.12,926.23,538.89,Corporate
